--- ddscat calc for FROM_FILE ---
83645
1.000   0.000   0.000
1.000   1.000   0.000
1.      1.      1.   
0.0   0.0   0.0
J     JX      JY      JZ    ICOMPX    ICOMPY   ICOMPZ
58897    8    -34    6    1      1      1
58898    9    -34    6    1      1      1
58899    10    -34    6    1      1      1
58900    11    -34    6    1      1      1
58901    12    -34    6    1      1      1
58902    13    -34    6    1      1      1
58903    -13    -33    6    1      1      1
58904    -12    -33    6    1      1      1
58905    -11    -33    6    1      1      1
58906    -10    -33    6    1      1      1
58907    -9    -33    6    1      1      1
58908    -8    -33    6    1      1      1
58909    -7    -33    6    1      1      1
58910    -6    -33    6    1      1      1
58911    -5    -33    6    1      1      1
58912    -4    -33    6    1      1      1
58913    -3    -33    6    1      1      1
58914    -2    -33    6    1      1      1
58915    -1    -33    6    1      1      1
58916    0    -33    6    1      1      1
58917    1    -33    6    1      1      1
58918    2    -33    6    1      1      1
58919    3    -33    6    1      1      1
58920    4    -33    6    1      1      1
58921    5    -33    6    1      1      1
58922    6    -33    6    1      1      1
58923    7    -33    6    1      1      1
58924    8    -33    6    1      1      1
58925    9    -33    6    1      1      1
58926    10    -33    6    1      1      1
58927    11    -33    6    1      1      1
58928    12    -33    6    1      1      1
58929    13    -33    6    1      1      1
58930    -14    -32    6    1      1      1
58931    -13    -32    6    1      1      1
58932    -12    -32    6    1      1      1
58933    -11    -32    6    1      1      1
58934    -10    -32    6    1      1      1
58935    -9    -32    6    1      1      1
58936    -8    -32    6    1      1      1
58937    -7    -32    6    1      1      1
58938    -6    -32    6    1      1      1
58939    -5    -32    6    1      1      1
58940    -4    -32    6    1      1      1
58941    -3    -32    6    1      1      1
58942    -2    -32    6    1      1      1
58943    -1    -32    6    1      1      1
58944    0    -32    6    1      1      1
58945    1    -32    6    1      1      1
58946    2    -32    6    1      1      1
58947    3    -32    6    1      1      1
58948    4    -32    6    1      1      1
58949    5    -32    6    1      1      1
58950    6    -32    6    1      1      1
58951    7    -32    6    1      1      1
58952    8    -32    6    1      1      1
58953    9    -32    6    1      1      1
58954    10    -32    6    1      1      1
58955    11    -32    6    1      1      1
58956    12    -32    6    1      1      1
58957    13    -32    6    1      1      1
58958    14    -32    6    1      1      1
58959    -14    -31    6    1      1      1
58960    -13    -31    6    1      1      1
58961    -12    -31    6    1      1      1
58962    -11    -31    6    1      1      1
58963    -10    -31    6    1      1      1
58964    -9    -31    6    1      1      1
58965    -8    -31    6    1      1      1
58966    -7    -31    6    1      1      1
58967    -6    -31    6    1      1      1
58968    -5    -31    6    1      1      1
58969    -4    -31    6    1      1      1
58970    -3    -31    6    1      1      1
58971    -2    -31    6    1      1      1
58972    -1    -31    6    1      1      1
58973    0    -31    6    1      1      1
58974    1    -31    6    1      1      1
58975    2    -31    6    1      1      1
58976    3    -31    6    1      1      1
58977    4    -31    6    1      1      1
58978    5    -31    6    1      1      1
58979    6    -31    6    1      1      1
58980    7    -31    6    1      1      1
58981    8    -31    6    1      1      1
58982    9    -31    6    1      1      1
58983    10    -31    6    1      1      1
58984    11    -31    6    1      1      1
58985    12    -31    6    1      1      1
58986    13    -31    6    1      1      1
58987    14    -31    6    1      1      1
58988    -14    -30    6    1      1      1
58989    -13    -30    6    1      1      1
58990    -12    -30    6    1      1      1
58991    -11    -30    6    1      1      1
58992    -10    -30    6    1      1      1
58993    -9    -30    6    1      1      1
58994    -8    -30    6    1      1      1
58995    -7    -30    6    1      1      1
58996    -6    -30    6    1      1      1
58997    -5    -30    6    1      1      1
58998    -4    -30    6    1      1      1
58999    -3    -30    6    1      1      1
59000    -2    -30    6    1      1      1
59001    -1    -30    6    1      1      1
59002    0    -30    6    1      1      1
59003    1    -30    6    1      1      1
59004    2    -30    6    1      1      1
59005    3    -30    6    1      1      1
59006    4    -30    6    1      1      1
59007    5    -30    6    1      1      1
59008    6    -30    6    1      1      1
59009    7    -30    6    1      1      1
59010    8    -30    6    1      1      1
59011    9    -30    6    1      1      1
59012    10    -30    6    1      1      1
59013    11    -30    6    1      1      1
59014    12    -30    6    1      1      1
59015    13    -30    6    1      1      1
59016    14    -30    6    1      1      1
59017    -15    -29    6    1      1      1
59018    -14    -29    6    1      1      1
59019    -13    -29    6    1      1      1
59020    -12    -29    6    1      1      1
59021    -11    -29    6    1      1      1
59022    -10    -29    6    1      1      1
59023    -9    -29    6    1      1      1
59024    -8    -29    6    1      1      1
59025    -7    -29    6    1      1      1
59026    -6    -29    6    1      1      1
59027    -5    -29    6    1      1      1
59028    -4    -29    6    1      1      1
59029    -3    -29    6    1      1      1
59030    -2    -29    6    1      1      1
59031    -1    -29    6    1      1      1
59032    0    -29    6    1      1      1
59033    1    -29    6    1      1      1
59034    2    -29    6    1      1      1
59035    3    -29    6    1      1      1
59036    4    -29    6    1      1      1
59037    5    -29    6    1      1      1
59038    6    -29    6    1      1      1
59039    7    -29    6    1      1      1
59040    8    -29    6    1      1      1
59041    9    -29    6    1      1      1
59042    10    -29    6    1      1      1
59043    11    -29    6    1      1      1
59044    12    -29    6    1      1      1
59045    13    -29    6    1      1      1
59046    14    -29    6    1      1      1
59047    15    -29    6    1      1      1
59048    -15    -28    6    1      1      1
59049    -14    -28    6    1      1      1
59050    -13    -28    6    1      1      1
59051    -12    -28    6    1      1      1
59052    -11    -28    6    1      1      1
59053    -10    -28    6    1      1      1
59054    -9    -28    6    1      1      1
59055    -8    -28    6    1      1      1
59056    -7    -28    6    1      1      1
59057    -6    -28    6    1      1      1
59058    -5    -28    6    1      1      1
59059    -4    -28    6    1      1      1
59060    -3    -28    6    1      1      1
59061    -2    -28    6    1      1      1
59062    -1    -28    6    1      1      1
59063    0    -28    6    1      1      1
59064    1    -28    6    1      1      1
59065    2    -28    6    1      1      1
59066    3    -28    6    1      1      1
59067    4    -28    6    1      1      1
59068    5    -28    6    1      1      1
59069    6    -28    6    1      1      1
59070    7    -28    6    1      1      1
59071    8    -28    6    1      1      1
59072    9    -28    6    1      1      1
59073    10    -28    6    1      1      1
59074    11    -28    6    1      1      1
59075    12    -28    6    1      1      1
59076    13    -28    6    1      1      1
59077    14    -28    6    1      1      1
59078    15    -28    6    1      1      1
59079    -15    -27    6    1      1      1
59080    -14    -27    6    1      1      1
59081    -13    -27    6    1      1      1
59082    -12    -27    6    1      1      1
59083    -11    -27    6    1      1      1
59084    -10    -27    6    1      1      1
59085    -9    -27    6    1      1      1
59086    -8    -27    6    1      1      1
59087    -7    -27    6    1      1      1
59088    -6    -27    6    1      1      1
59089    -5    -27    6    1      1      1
59090    -4    -27    6    1      1      1
59091    -3    -27    6    1      1      1
59092    -2    -27    6    1      1      1
59093    -1    -27    6    1      1      1
59094    0    -27    6    1      1      1
59095    1    -27    6    1      1      1
59096    2    -27    6    1      1      1
59097    3    -27    6    1      1      1
59098    4    -27    6    1      1      1
59099    5    -27    6    1      1      1
59100    6    -27    6    1      1      1
59101    7    -27    6    1      1      1
59102    8    -27    6    1      1      1
59103    9    -27    6    1      1      1
59104    10    -27    6    1      1      1
59105    11    -27    6    1      1      1
59106    12    -27    6    1      1      1
59107    13    -27    6    1      1      1
59108    14    -27    6    1      1      1
59109    15    -27    6    1      1      1
59110    -15    -26    6    1      1      1
59111    -14    -26    6    1      1      1
59112    -13    -26    6    1      1      1
59113    -12    -26    6    1      1      1
59114    -11    -26    6    1      1      1
59115    -10    -26    6    1      1      1
59116    -9    -26    6    1      1      1
59117    -8    -26    6    1      1      1
59118    -7    -26    6    1      1      1
59119    -6    -26    6    1      1      1
59120    -5    -26    6    1      1      1
59121    -4    -26    6    1      1      1
59122    -3    -26    6    1      1      1
59123    -2    -26    6    1      1      1
59124    -1    -26    6    1      1      1
59125    0    -26    6    1      1      1
59126    1    -26    6    1      1      1
59127    2    -26    6    1      1      1
59128    3    -26    6    1      1      1
59129    4    -26    6    1      1      1
59130    5    -26    6    1      1      1
59131    6    -26    6    1      1      1
59132    7    -26    6    1      1      1
59133    8    -26    6    1      1      1
59134    9    -26    6    1      1      1
59135    10    -26    6    1      1      1
59136    11    -26    6    1      1      1
59137    12    -26    6    1      1      1
59138    13    -26    6    1      1      1
59139    14    -26    6    1      1      1
59140    15    -26    6    1      1      1
59141    -16    -25    6    1      1      1
59142    -15    -25    6    1      1      1
59143    -14    -25    6    1      1      1
59144    -13    -25    6    1      1      1
59145    -12    -25    6    1      1      1
59146    -11    -25    6    1      1      1
59147    -10    -25    6    1      1      1
59148    -9    -25    6    1      1      1
59149    -8    -25    6    1      1      1
59150    -7    -25    6    1      1      1
59151    -6    -25    6    1      1      1
59152    -5    -25    6    1      1      1
59153    -4    -25    6    1      1      1
59154    -3    -25    6    1      1      1
59155    -2    -25    6    1      1      1
59156    -1    -25    6    1      1      1
59157    0    -25    6    1      1      1
59158    1    -25    6    1      1      1
59159    2    -25    6    1      1      1
59160    3    -25    6    1      1      1
59161    4    -25    6    1      1      1
59162    5    -25    6    1      1      1
59163    6    -25    6    1      1      1
59164    7    -25    6    1      1      1
59165    8    -25    6    1      1      1
59166    9    -25    6    1      1      1
59167    10    -25    6    1      1      1
59168    11    -25    6    1      1      1
59169    12    -25    6    1      1      1
59170    13    -25    6    1      1      1
59171    14    -25    6    1      1      1
59172    15    -25    6    1      1      1
59173    16    -25    6    1      1      1
59174    -16    -24    6    1      1      1
59175    -15    -24    6    1      1      1
59176    -14    -24    6    1      1      1
59177    -13    -24    6    1      1      1
59178    -12    -24    6    1      1      1
59179    -11    -24    6    1      1      1
59180    -10    -24    6    1      1      1
59181    -9    -24    6    1      1      1
59182    -8    -24    6    1      1      1
59183    -7    -24    6    1      1      1
59184    -6    -24    6    1      1      1
59185    -5    -24    6    1      1      1
59186    -4    -24    6    1      1      1
59187    -3    -24    6    1      1      1
59188    -2    -24    6    1      1      1
59189    -1    -24    6    1      1      1
59190    0    -24    6    1      1      1
59191    1    -24    6    1      1      1
59192    2    -24    6    1      1      1
59193    3    -24    6    1      1      1
59194    4    -24    6    1      1      1
59195    5    -24    6    1      1      1
59196    6    -24    6    1      1      1
59197    7    -24    6    1      1      1
59198    8    -24    6    1      1      1
59199    9    -24    6    1      1      1
59200    10    -24    6    1      1      1
59201    11    -24    6    1      1      1
59202    12    -24    6    1      1      1
59203    13    -24    6    1      1      1
59204    14    -24    6    1      1      1
59205    15    -24    6    1      1      1
59206    16    -24    6    1      1      1
59207    -16    -23    6    1      1      1
59208    -15    -23    6    1      1      1
59209    -14    -23    6    1      1      1
59210    -13    -23    6    1      1      1
59211    -12    -23    6    1      1      1
59212    -11    -23    6    1      1      1
59213    -10    -23    6    1      1      1
59214    -9    -23    6    1      1      1
59215    -8    -23    6    1      1      1
59216    -7    -23    6    1      1      1
59217    -6    -23    6    1      1      1
59218    -5    -23    6    1      1      1
59219    -4    -23    6    1      1      1
59220    -3    -23    6    1      1      1
59221    -2    -23    6    1      1      1
59222    -1    -23    6    1      1      1
59223    0    -23    6    1      1      1
59224    1    -23    6    1      1      1
59225    2    -23    6    1      1      1
59226    3    -23    6    1      1      1
59227    4    -23    6    1      1      1
59228    5    -23    6    1      1      1
59229    6    -23    6    1      1      1
59230    7    -23    6    1      1      1
59231    8    -23    6    1      1      1
59232    9    -23    6    1      1      1
59233    10    -23    6    1      1      1
59234    11    -23    6    1      1      1
59235    12    -23    6    1      1      1
59236    13    -23    6    1      1      1
59237    14    -23    6    1      1      1
59238    15    -23    6    1      1      1
59239    16    -23    6    1      1      1
59240    -16    -22    6    1      1      1
59241    -15    -22    6    1      1      1
59242    -14    -22    6    1      1      1
59243    -13    -22    6    1      1      1
59244    -12    -22    6    1      1      1
59245    -11    -22    6    1      1      1
59246    -10    -22    6    1      1      1
59247    -9    -22    6    1      1      1
59248    -8    -22    6    1      1      1
59249    -7    -22    6    1      1      1
59250    -6    -22    6    1      1      1
59251    -5    -22    6    1      1      1
59252    -4    -22    6    1      1      1
59253    -3    -22    6    1      1      1
59254    -2    -22    6    1      1      1
59255    -1    -22    6    1      1      1
59256    0    -22    6    1      1      1
59257    1    -22    6    1      1      1
59258    2    -22    6    1      1      1
59259    3    -22    6    1      1      1
59260    4    -22    6    1      1      1
59261    5    -22    6    1      1      1
59262    6    -22    6    1      1      1
59263    7    -22    6    1      1      1
59264    8    -22    6    1      1      1
59265    9    -22    6    1      1      1
59266    10    -22    6    1      1      1
59267    11    -22    6    1      1      1
59268    12    -22    6    1      1      1
59269    13    -22    6    1      1      1
59270    14    -22    6    1      1      1
59271    15    -22    6    1      1      1
59272    16    -22    6    1      1      1
59273    -17    -21    6    1      1      1
59274    -16    -21    6    1      1      1
59275    -15    -21    6    1      1      1
59276    -14    -21    6    1      1      1
59277    -13    -21    6    1      1      1
59278    -12    -21    6    1      1      1
59279    -11    -21    6    1      1      1
59280    -10    -21    6    1      1      1
59281    -9    -21    6    1      1      1
59282    -8    -21    6    1      1      1
59283    -7    -21    6    1      1      1
59284    -6    -21    6    1      1      1
59285    -5    -21    6    1      1      1
59286    -4    -21    6    1      1      1
59287    -3    -21    6    1      1      1
59288    -2    -21    6    1      1      1
59289    -1    -21    6    1      1      1
59290    0    -21    6    1      1      1
59291    1    -21    6    1      1      1
59292    2    -21    6    1      1      1
59293    3    -21    6    1      1      1
59294    4    -21    6    1      1      1
59295    5    -21    6    1      1      1
59296    6    -21    6    1      1      1
59297    7    -21    6    1      1      1
59298    8    -21    6    1      1      1
59299    9    -21    6    1      1      1
59300    10    -21    6    1      1      1
59301    11    -21    6    1      1      1
59302    12    -21    6    1      1      1
59303    13    -21    6    1      1      1
59304    14    -21    6    1      1      1
59305    15    -21    6    1      1      1
59306    16    -21    6    1      1      1
59307    17    -21    6    1      1      1
59308    -17    -20    6    1      1      1
59309    -16    -20    6    1      1      1
59310    -15    -20    6    1      1      1
59311    -14    -20    6    1      1      1
59312    -13    -20    6    1      1      1
59313    -12    -20    6    1      1      1
59314    -11    -20    6    1      1      1
59315    -10    -20    6    1      1      1
59316    -9    -20    6    1      1      1
59317    -8    -20    6    1      1      1
59318    -7    -20    6    1      1      1
59319    -6    -20    6    1      1      1
59320    -5    -20    6    1      1      1
59321    -4    -20    6    1      1      1
59322    -3    -20    6    1      1      1
59323    -2    -20    6    1      1      1
59324    -1    -20    6    1      1      1
59325    0    -20    6    1      1      1
59326    1    -20    6    1      1      1
59327    2    -20    6    1      1      1
59328    3    -20    6    1      1      1
59329    4    -20    6    1      1      1
59330    5    -20    6    1      1      1
59331    6    -20    6    1      1      1
59332    7    -20    6    1      1      1
59333    8    -20    6    1      1      1
59334    9    -20    6    1      1      1
59335    10    -20    6    1      1      1
59336    11    -20    6    1      1      1
59337    12    -20    6    1      1      1
59338    13    -20    6    1      1      1
59339    14    -20    6    1      1      1
59340    15    -20    6    1      1      1
59341    16    -20    6    1      1      1
59342    17    -20    6    1      1      1
59343    -17    -19    6    1      1      1
59344    -16    -19    6    1      1      1
59345    -15    -19    6    1      1      1
59346    -14    -19    6    1      1      1
59347    -13    -19    6    1      1      1
59348    -12    -19    6    1      1      1
59349    -11    -19    6    1      1      1
59350    -10    -19    6    1      1      1
59351    -9    -19    6    1      1      1
59352    -8    -19    6    1      1      1
59353    -7    -19    6    1      1      1
59354    -6    -19    6    1      1      1
59355    -5    -19    6    1      1      1
59356    -4    -19    6    1      1      1
59357    -3    -19    6    1      1      1
59358    -2    -19    6    1      1      1
59359    -1    -19    6    1      1      1
59360    0    -19    6    1      1      1
59361    1    -19    6    1      1      1
59362    2    -19    6    1      1      1
59363    3    -19    6    1      1      1
59364    4    -19    6    1      1      1
59365    5    -19    6    1      1      1
59366    6    -19    6    1      1      1
59367    7    -19    6    1      1      1
59368    8    -19    6    1      1      1
59369    9    -19    6    1      1      1
59370    10    -19    6    1      1      1
59371    11    -19    6    1      1      1
59372    12    -19    6    1      1      1
59373    13    -19    6    1      1      1
59374    14    -19    6    1      1      1
59375    15    -19    6    1      1      1
59376    16    -19    6    1      1      1
59377    17    -19    6    1      1      1
59378    -17    -18    6    1      1      1
59379    -16    -18    6    1      1      1
59380    -15    -18    6    1      1      1
59381    -14    -18    6    1      1      1
59382    -13    -18    6    1      1      1
59383    -12    -18    6    1      1      1
59384    -11    -18    6    1      1      1
59385    -10    -18    6    1      1      1
59386    -9    -18    6    1      1      1
59387    -8    -18    6    1      1      1
59388    -7    -18    6    1      1      1
59389    -6    -18    6    1      1      1
59390    -5    -18    6    1      1      1
59391    -4    -18    6    1      1      1
59392    -3    -18    6    1      1      1
59393    -2    -18    6    1      1      1
59394    -1    -18    6    1      1      1
59395    0    -18    6    1      1      1
59396    1    -18    6    1      1      1
59397    2    -18    6    1      1      1
59398    3    -18    6    1      1      1
59399    4    -18    6    1      1      1
59400    5    -18    6    1      1      1
59401    6    -18    6    1      1      1
59402    7    -18    6    1      1      1
59403    8    -18    6    1      1      1
59404    9    -18    6    1      1      1
59405    10    -18    6    1      1      1
59406    11    -18    6    1      1      1
59407    12    -18    6    1      1      1
59408    13    -18    6    1      1      1
59409    14    -18    6    1      1      1
59410    15    -18    6    1      1      1
59411    16    -18    6    1      1      1
59412    17    -18    6    1      1      1
59413    -17    -17    6    1      1      1
59414    -16    -17    6    1      1      1
59415    -15    -17    6    1      1      1
59416    -14    -17    6    1      1      1
59417    -13    -17    6    1      1      1
59418    -12    -17    6    1      1      1
59419    -11    -17    6    1      1      1
59420    -10    -17    6    1      1      1
59421    -9    -17    6    1      1      1
59422    -8    -17    6    1      1      1
59423    -7    -17    6    1      1      1
59424    -6    -17    6    1      1      1
59425    -5    -17    6    1      1      1
59426    -4    -17    6    1      1      1
59427    -3    -17    6    1      1      1
59428    -2    -17    6    1      1      1
59429    -1    -17    6    1      1      1
59430    0    -17    6    1      1      1
59431    1    -17    6    1      1      1
59432    2    -17    6    1      1      1
59433    3    -17    6    1      1      1
59434    4    -17    6    1      1      1
59435    5    -17    6    1      1      1
59436    6    -17    6    1      1      1
59437    7    -17    6    1      1      1
59438    8    -17    6    1      1      1
59439    9    -17    6    1      1      1
59440    10    -17    6    1      1      1
59441    11    -17    6    1      1      1
59442    12    -17    6    1      1      1
59443    13    -17    6    1      1      1
59444    14    -17    6    1      1      1
59445    15    -17    6    1      1      1
59446    16    -17    6    1      1      1
59447    17    -17    6    1      1      1
59448    -17    -16    6    1      1      1
59449    -16    -16    6    1      1      1
59450    -15    -16    6    1      1      1
59451    -14    -16    6    1      1      1
59452    -13    -16    6    1      1      1
59453    -12    -16    6    1      1      1
59454    -11    -16    6    1      1      1
59455    -10    -16    6    1      1      1
59456    -9    -16    6    1      1      1
59457    -8    -16    6    1      1      1
59458    -7    -16    6    1      1      1
59459    -6    -16    6    1      1      1
59460    -5    -16    6    1      1      1
59461    -4    -16    6    1      1      1
59462    -3    -16    6    1      1      1
59463    -2    -16    6    1      1      1
59464    -1    -16    6    1      1      1
59465    0    -16    6    1      1      1
59466    1    -16    6    1      1      1
59467    2    -16    6    1      1      1
59468    3    -16    6    1      1      1
59469    4    -16    6    1      1      1
59470    5    -16    6    1      1      1
59471    6    -16    6    1      1      1
59472    7    -16    6    1      1      1
59473    8    -16    6    1      1      1
59474    9    -16    6    1      1      1
59475    10    -16    6    1      1      1
59476    11    -16    6    1      1      1
59477    12    -16    6    1      1      1
59478    13    -16    6    1      1      1
59479    14    -16    6    1      1      1
59480    15    -16    6    1      1      1
59481    16    -16    6    1      1      1
59482    17    -16    6    1      1      1
59483    -18    -15    6    1      1      1
59484    -17    -15    6    1      1      1
59485    -16    -15    6    1      1      1
59486    -15    -15    6    1      1      1
59487    -14    -15    6    1      1      1
59488    -13    -15    6    1      1      1
59489    -12    -15    6    1      1      1
59490    -11    -15    6    1      1      1
59491    -10    -15    6    1      1      1
59492    -9    -15    6    1      1      1
59493    -8    -15    6    1      1      1
59494    -7    -15    6    1      1      1
59495    -6    -15    6    1      1      1
59496    -5    -15    6    1      1      1
59497    -4    -15    6    1      1      1
59498    -3    -15    6    1      1      1
59499    -2    -15    6    1      1      1
59500    -1    -15    6    1      1      1
59501    0    -15    6    1      1      1
59502    1    -15    6    1      1      1
59503    2    -15    6    1      1      1
59504    3    -15    6    1      1      1
59505    4    -15    6    1      1      1
59506    5    -15    6    1      1      1
59507    6    -15    6    1      1      1
59508    7    -15    6    1      1      1
59509    8    -15    6    1      1      1
59510    9    -15    6    1      1      1
59511    10    -15    6    1      1      1
59512    11    -15    6    1      1      1
59513    12    -15    6    1      1      1
59514    13    -15    6    1      1      1
59515    14    -15    6    1      1      1
59516    15    -15    6    1      1      1
59517    16    -15    6    1      1      1
59518    17    -15    6    1      1      1
59519    18    -15    6    1      1      1
59520    -18    -14    6    1      1      1
59521    -17    -14    6    1      1      1
59522    -16    -14    6    1      1      1
59523    -15    -14    6    1      1      1
59524    -14    -14    6    1      1      1
59525    -13    -14    6    1      1      1
59526    -12    -14    6    1      1      1
59527    -11    -14    6    1      1      1
59528    -10    -14    6    1      1      1
59529    -9    -14    6    1      1      1
59530    -8    -14    6    1      1      1
59531    -7    -14    6    1      1      1
59532    -6    -14    6    1      1      1
59533    -5    -14    6    1      1      1
59534    -4    -14    6    1      1      1
59535    -3    -14    6    1      1      1
59536    -2    -14    6    1      1      1
59537    -1    -14    6    1      1      1
59538    0    -14    6    1      1      1
59539    1    -14    6    1      1      1
59540    2    -14    6    1      1      1
59541    3    -14    6    1      1      1
59542    4    -14    6    1      1      1
59543    5    -14    6    1      1      1
59544    6    -14    6    1      1      1
59545    7    -14    6    1      1      1
59546    8    -14    6    1      1      1
59547    9    -14    6    1      1      1
59548    10    -14    6    1      1      1
59549    11    -14    6    1      1      1
59550    12    -14    6    1      1      1
59551    13    -14    6    1      1      1
59552    14    -14    6    1      1      1
59553    15    -14    6    1      1      1
59554    16    -14    6    1      1      1
59555    17    -14    6    1      1      1
59556    18    -14    6    1      1      1
59557    -18    -13    6    1      1      1
59558    -17    -13    6    1      1      1
59559    -16    -13    6    1      1      1
59560    -15    -13    6    1      1      1
59561    -14    -13    6    1      1      1
59562    -13    -13    6    1      1      1
59563    -12    -13    6    1      1      1
59564    -11    -13    6    1      1      1
59565    -10    -13    6    1      1      1
59566    -9    -13    6    1      1      1
59567    -8    -13    6    1      1      1
59568    -7    -13    6    1      1      1
59569    -6    -13    6    1      1      1
59570    -5    -13    6    1      1      1
59571    -4    -13    6    1      1      1
59572    -3    -13    6    1      1      1
59573    -2    -13    6    1      1      1
59574    -1    -13    6    1      1      1
59575    0    -13    6    1      1      1
59576    1    -13    6    1      1      1
59577    2    -13    6    1      1      1
59578    3    -13    6    1      1      1
59579    4    -13    6    1      1      1
59580    5    -13    6    1      1      1
59581    6    -13    6    1      1      1
59582    7    -13    6    1      1      1
59583    8    -13    6    1      1      1
59584    9    -13    6    1      1      1
59585    10    -13    6    1      1      1
59586    11    -13    6    1      1      1
59587    12    -13    6    1      1      1
59588    13    -13    6    1      1      1
59589    14    -13    6    1      1      1
59590    15    -13    6    1      1      1
59591    16    -13    6    1      1      1
59592    17    -13    6    1      1      1
59593    18    -13    6    1      1      1
59594    -18    -12    6    1      1      1
59595    -17    -12    6    1      1      1
59596    -16    -12    6    1      1      1
59597    -15    -12    6    1      1      1
59598    -14    -12    6    1      1      1
59599    -13    -12    6    1      1      1
59600    -12    -12    6    1      1      1
59601    -11    -12    6    1      1      1
59602    -10    -12    6    1      1      1
59603    -9    -12    6    1      1      1
59604    -8    -12    6    1      1      1
59605    -7    -12    6    1      1      1
59606    -6    -12    6    1      1      1
59607    -5    -12    6    1      1      1
59608    -4    -12    6    1      1      1
59609    -3    -12    6    1      1      1
59610    -2    -12    6    1      1      1
59611    -1    -12    6    1      1      1
59612    0    -12    6    1      1      1
59613    1    -12    6    1      1      1
59614    2    -12    6    1      1      1
59615    3    -12    6    1      1      1
59616    4    -12    6    1      1      1
59617    5    -12    6    1      1      1
59618    6    -12    6    1      1      1
59619    7    -12    6    1      1      1
59620    8    -12    6    1      1      1
59621    9    -12    6    1      1      1
59622    10    -12    6    1      1      1
59623    11    -12    6    1      1      1
59624    12    -12    6    1      1      1
59625    13    -12    6    1      1      1
59626    14    -12    6    1      1      1
59627    15    -12    6    1      1      1
59628    16    -12    6    1      1      1
59629    17    -12    6    1      1      1
59630    18    -12    6    1      1      1
59631    -18    -11    6    1      1      1
59632    -17    -11    6    1      1      1
59633    -16    -11    6    1      1      1
59634    -15    -11    6    1      1      1
59635    -14    -11    6    1      1      1
59636    -13    -11    6    1      1      1
59637    -12    -11    6    1      1      1
59638    -11    -11    6    1      1      1
59639    -10    -11    6    1      1      1
59640    -9    -11    6    1      1      1
59641    -8    -11    6    1      1      1
59642    -7    -11    6    1      1      1
59643    -6    -11    6    1      1      1
59644    -5    -11    6    1      1      1
59645    -4    -11    6    1      1      1
59646    -3    -11    6    1      1      1
59647    -2    -11    6    1      1      1
59648    -1    -11    6    1      1      1
59649    0    -11    6    1      1      1
59650    1    -11    6    1      1      1
59651    2    -11    6    1      1      1
59652    3    -11    6    1      1      1
59653    4    -11    6    1      1      1
59654    5    -11    6    1      1      1
59655    6    -11    6    1      1      1
59656    7    -11    6    1      1      1
59657    8    -11    6    1      1      1
59658    9    -11    6    1      1      1
59659    10    -11    6    1      1      1
59660    11    -11    6    1      1      1
59661    12    -11    6    1      1      1
59662    13    -11    6    1      1      1
59663    14    -11    6    1      1      1
59664    15    -11    6    1      1      1
59665    16    -11    6    1      1      1
59666    17    -11    6    1      1      1
59667    18    -11    6    1      1      1
59668    -18    -10    6    1      1      1
59669    -17    -10    6    1      1      1
59670    -16    -10    6    1      1      1
59671    -15    -10    6    1      1      1
59672    -14    -10    6    1      1      1
59673    -13    -10    6    1      1      1
59674    -12    -10    6    1      1      1
59675    -11    -10    6    1      1      1
59676    -10    -10    6    1      1      1
59677    -9    -10    6    1      1      1
59678    -8    -10    6    1      1      1
59679    -7    -10    6    1      1      1
59680    -6    -10    6    1      1      1
59681    -5    -10    6    1      1      1
59682    -4    -10    6    1      1      1
59683    -3    -10    6    1      1      1
59684    -2    -10    6    1      1      1
59685    -1    -10    6    1      1      1
59686    0    -10    6    1      1      1
59687    1    -10    6    1      1      1
59688    2    -10    6    1      1      1
59689    3    -10    6    1      1      1
59690    4    -10    6    1      1      1
59691    5    -10    6    1      1      1
59692    6    -10    6    1      1      1
59693    7    -10    6    1      1      1
59694    8    -10    6    1      1      1
59695    9    -10    6    1      1      1
59696    10    -10    6    1      1      1
59697    11    -10    6    1      1      1
59698    12    -10    6    1      1      1
59699    13    -10    6    1      1      1
59700    14    -10    6    1      1      1
59701    15    -10    6    1      1      1
59702    16    -10    6    1      1      1
59703    17    -10    6    1      1      1
59704    18    -10    6    1      1      1
59705    -18    -9    6    1      1      1
59706    -17    -9    6    1      1      1
59707    -16    -9    6    1      1      1
59708    -15    -9    6    1      1      1
59709    -14    -9    6    1      1      1
59710    -13    -9    6    1      1      1
59711    -12    -9    6    1      1      1
59712    -11    -9    6    1      1      1
59713    -10    -9    6    1      1      1
59714    -9    -9    6    1      1      1
59715    -8    -9    6    1      1      1
59716    -7    -9    6    1      1      1
59717    -6    -9    6    1      1      1
59718    -5    -9    6    1      1      1
59719    -4    -9    6    1      1      1
59720    -3    -9    6    1      1      1
59721    -2    -9    6    1      1      1
59722    -1    -9    6    1      1      1
59723    0    -9    6    1      1      1
59724    1    -9    6    1      1      1
59725    2    -9    6    1      1      1
59726    3    -9    6    1      1      1
59727    4    -9    6    1      1      1
59728    5    -9    6    1      1      1
59729    6    -9    6    1      1      1
59730    7    -9    6    1      1      1
59731    8    -9    6    1      1      1
59732    9    -9    6    1      1      1
59733    10    -9    6    1      1      1
59734    11    -9    6    1      1      1
59735    12    -9    6    1      1      1
59736    13    -9    6    1      1      1
59737    14    -9    6    1      1      1
59738    15    -9    6    1      1      1
59739    16    -9    6    1      1      1
